assistant_sentence;action;ponctuation
Je m'éclipse, à bientôt !;Dire au revoir;Aff
À une prochaine, et bon courage !;Dire au revoir;Aff
On se revoit, à plus tard !;Dire au revoir;Aff
Au revoir, et bonne journée !;Dire au revoir;Aff
À plus, et bonne continuation !;Dire au revoir;Aff
On se voit tout à l'heure, ok ?;Dire au revoir;Int
Bonne continuation, à plus !;Dire au revoir;Aff
À plus tard, et fais attention !;Dire au revoir;Aff
Au revoir, et à bientôt !;Dire au revoir;Aff
Je te dis à plus, d'accord ?;Dire au revoir;Int
À bientôt, et fais gaffe !;Dire au revoir;Aff
On se dit au revoir, à plus tard !;Dire au revoir;Aff
Bon vent, à une prochaine fois !;Dire au revoir;Aff
À bientôt, et bonne chance !;Dire au revoir;Aff
On se revoit plus tard, salut !;Dire au revoir;Aff
Je file, et à la prochaine !;Dire au revoir;Aff
À une prochaine, prends soin de toi !;Dire au revoir;Aff
Bonne continuation, et à plus tard !;Dire au revoir;Aff
À bientôt, et bonne continuation !;Dire au revoir;Aff
On se capte, à plus tard !;Dire au revoir;Aff
Bon vent, et bonne chance !;Dire au revoir;Aff
Au revoir, et porte-toi bien !;Dire au revoir;Aff
À plus tard, et fais gaffe !;Dire au revoir;Aff
À la revoyure, et prends soin !;Dire au revoir;Aff
On se dit à plus, salut !;Dire au revoir;Aff
Je m'éclipse, et à plus tard !;Dire au revoir;Aff
À une prochaine, et bonne chance !;Dire au revoir;Aff
On se revoit plus tard, d'accord ?;Dire au revoir;Int
Bonne route, et à bientôt !;Dire au revoir;Aff
À plus tard, et amuse-toi !;Dire au revoir;Aff
On se retrouve, à la prochaine !;Dire au revoir;Aff
Au revoir, et fais attention !;Dire au revoir;Aff
On se dit au revoir, et à plus tard !;Dire au revoir;Aff
Je m'éclipse discrètement, à la prochaine rencontre;Dire au revoir;Aff
En route pour de nouvelles aventures, à plus tard;Dire au revoir;Aff
À la prochaine, prends soin de toi en attendant;Dire au revoir;Aff
Je dois partir maintenant, mais je garde notre moment en mémoire;Dire au revoir;Aff
Je te laisse, que le vent te soit favorable;Dire au revoir;Aff
On se reverra, quelque part dans le futur;Dire au revoir;Aff
Que nos chemins se croisent à nouveau bientôt;Dire au revoir;Aff
Je m'en vais, mais je te souhaite de belles choses d'ici là;Dire au revoir;Aff
On se retrouve à l'aube de nouvelles opportunités;Dire au revoir;Aff
Au plaisir de te recroiser dans un autre moment;Dire au revoir;Aff
Je te quitte, mais seulement pour mieux te revoir;Dire au revoir;Aff
Que ta route soit douce jusqu'à notre prochaine rencontre;Dire au revoir;Aff
En espérant que nos destins se recroisent bientôt;Dire au revoir;Aff
Je m'éclipse, mais mon cœur reste ici un moment;Dire au revoir;Aff
On se revoit au carrefour des souvenirs;Dire au revoir;Aff
Je m'en vais, en gardant un sourire en tête;Dire au revoir;Aff
Que la brise te guide vers de beaux jours;Dire au revoir;Aff
Je m'éloigne, mais je reste proche en pensée;Dire au revoir;Aff
À bientôt sur le sentier de la vie;Dire au revoir;Aff
On se quitte pour mieux se retrouver plus tard;Dire au revoir;Aff
Je te dis au revoir, en espérant que tout aille bien pour toi;Dire au revoir;Aff
Que cette séparation soit courte et que la vie te sourie;Dire au revoir;Aff
Je pars avec l'espoir de te revoir bientôt;Dire au revoir;Aff
Que la vie te soit douce jusqu'à notre prochaine rencontre;Dire au revoir;Aff
Au revoir, en gardant l'espoir d'un futur rendez-vous;Dire au revoir;Aff
Je m'éclipse, en attendant de nouvelles retrouvailles;Dire au revoir;Aff
Que ta route soit lumineuse jusqu'à notre prochaine rencontre;Dire au revoir;Aff
Je te quitte avec le souhait de te revoir rapidement;Dire au revoir;Aff
À une prochaine, en espérant des jours meilleurs;Dire au revoir;Aff
Que le temps passe vite jusqu'à notre prochaine rencontre;Dire au revoir;Aff
Je m'éloigne, mais nos souvenirs restent;Dire au revoir;Aff
Que ton chemin soit agréable jusqu'à nos retrouvailles;Dire au revoir;Aff
Je te dis au revoir, avec l'espoir d'un retour prochain;Dire au revoir;Aff
Que la vie te sourie jusqu'à notre prochain échange;Dire au revoir;Aff
Au revoir, avec l'envie de te revoir bientôt;Dire au revoir;Aff
Que cette séparation soit légère et courte;Dire au revoir;Aff
À bientôt, avec l'espoir d'un rapide retour;Dire au revoir;Aff
Je m'éclipse, en attendant de nouveaux moments partagés;Dire au revoir;Aff
Que nos chemins se croisent à nouveau rapidement;Dire au revoir;Aff
Je te quitte, en gardant un doux souvenir;Dire au revoir;Aff
Que la route te soit douce jusqu'à notre prochaine rencontre;Dire au revoir;Aff
Au revoir, avec l'espérance d'un prochain rendez-vous;Dire au revoir;Aff
Que ta vie soit belle jusqu'à notre prochain échange;Dire au revoir;Aff
Je pars, mais je garde notre moment en mémoire;Dire au revoir;Aff
Que cette séparation soit légère et notre prochain rendez-vous rapide;Dire au revoir;Aff
À une prochaine fois, en gardant espoir;Dire au revoir;Aff
Que la vie te soit douce jusqu'à nos prochaines retrouvailles;Dire au revoir;Aff
Je m'éloigne, mais nos souvenirs restent vivants;Dire au revoir;Aff
Que dirais-tu de nous revoir sous d'autres cieux ?;Dire au revoir;Int
Je m'éclipse, mais pas trop loin;Dire au revoir;Aff
Le chemin se sépare ici, mais nos cœurs restent proches, non ?;Dire au revoir;Int
Une autre aventure m'attend, à plus tard;Dire au revoir;Aff
Je pars à la recherche de nouvelles histoires à raconter;Dire au revoir;Aff
On se retrouve quand les étoiles brillent ?;Dire au revoir;Int
Que dirais-tu de nous retrouver dans un rêve ?;Dire au revoir;Int
Je m'éloigne comme une feuille dans le vent, mais je reviendrai;Dire au revoir;Aff
La prochaine fois, on se retrouve pour de nouvelles aventures ?;Dire au revoir;Int
Le voyage continue, mais nos souvenirs restent;Dire au revoir;Aff
Peut-être que nos chemins se recroiseront dans une autre vie ?;Dire au revoir;Int
Je disparais comme une étoile filante, à la prochaine;Dire au revoir;Aff
On se revoit dans les rêves les plus fous ?;Dire au revoir;Int
Je pars en quête de nouvelles expériences, à bientôt;Dire au revoir;Aff
Que cette pause soit aussi courte qu'un battement de cil;Dire au revoir;Aff
On se retrouve de l'autre côté du soleil ?;Dire au revoir;Int
Je m'évanouis dans la brume, mais je reviendrai;Dire au revoir;Aff
À bientôt pour de nouvelles péripéties;Dire au revoir;Aff
Le vent m'appelle ailleurs, mais on se revoit bientôt;Dire au revoir;Aff
On se dit à plus tard dans un autre univers ?;Dire au revoir;Int
Je m'éclipse comme un rêve, à la prochaine fois;Dire au revoir;Aff
Que dirais-tu de nous retrouver au lever du jour ?;Dire au revoir;Int
Je pars pour mieux revenir;Dire au revoir;Aff
On se croise à nouveau quand la lune sera pleine ?;Dire au revoir;Int
Je me fonds dans le crépuscule, mais je reviendrai;Dire au revoir;Aff
À une autre rencontre pleine de surprises;Dire au revoir;Aff
Le chemin m'appelle ailleurs, mais on se reverra;Dire au revoir;Aff
Que nos destins se croisent à nouveau bientôt;Dire au revoir;Aff
Je disparais pour un temps, mais nos souvenirs restent;Dire au revoir;Aff
On se retrouve de l'autre côté du matin ?;Dire au revoir;Int
Que la prochaine fois soit encore plus belle;Dire au revoir;Aff
Je pars à l'aventure, mais je reviendrai;Dire au revoir;Aff
À plus tard ?;Dire au revoir;Int
Je file, salut;Dire au revoir;Aff
On se capte ?;Dire au revoir;Int
À bientôt alors;Dire au revoir;Aff
Je pars, bye;Dire au revoir;Aff
On se voit après ?;Dire au revoir;Int
À la revoyure;Dire au revoir;Aff
Prends soin de toi;Dire au revoir;Aff
On se reparle ?;Dire au revoir;Int
Je m'éclipse;Dire au revoir;Aff
Bon vent, salut;Dire au revoir;Aff
On se croise bientôt;Dire au revoir;Aff
Je m'éloigne, salut;Dire au revoir;Aff
Au revoir, à plus;Dire au revoir;Aff
À plus tard, salut;Dire au revoir;Aff
On se revoit vite;Dire au revoir;Aff
À la prochaine alors;Dire au revoir;Aff
Je m'en vais, salut;Dire au revoir;Aff
Porte-toi bien, salut;Dire au revoir;Aff
À une autre fois;Dire au revoir;Aff
Je pars maintenant, mais j'espère sincèrement que nous aurons l'occasion de nous revoir très bientôt pour continuer cette conversation passionnante que nous avons commencée aujourd'hui;Dire au revoir;Aff
Alors, je te laisse ici, mais sache que chaque moment passé ensemble est gravé dans ma mémoire, et j'ai hâte de te retrouver pour partager encore plus de souvenirs précieux;Dire au revoir;Aff
Il est temps pour moi de m'éloigner, mais je garde dans mon cœur chaque instant passé avec toi, en espérant que notre prochaine rencontre soit encore plus belle;Dire au revoir;Aff
Je m'en vais maintenant, mais sache que tu resteras dans mes pensées, et je souhaite que nos chemins se croisent à nouveau très bientôt;Dire au revoir;Aff
Alors voilà, c'est l'heure de dire au revoir, mais je garde espoir que nous aurons l'occasion de nous revoir très bientôt pour partager encore plus de bons moments;Dire au revoir;Aff
Il est temps pour moi de partir, mais je tenais à te dire combien j'ai apprécié chaque instant passé ensemble, et j'espère que nous nous retrouverons très vite;Dire au revoir;Aff
Je m'éclipse pour le moment, mais chaque souvenir de notre rencontre restera gravé dans ma mémoire, et je souhaite te revoir très prochainement;Dire au revoir;Aff
Le moment est venu de nous dire au revoir, mais sache que chaque moment passé avec toi est un trésor que je garde précieusement;Dire au revoir;Aff
Je pars maintenant, mais je garde l'espoir de te revoir très bientôt, car chaque instant avec toi est une véritable bénédiction;Dire au revoir;Aff
Je dois m'en aller, mais je te dis à très bientôt, en espérant que nos chemins se recroisent très vite pour de nouvelles aventures;Dire au revoir;Aff
C'est le moment de nous séparer, mais sache que tu restes dans mes pensées et j'espère sincèrement que nous nous reverrons bientôt;Dire au revoir;Aff
Je m'éloigne pour le moment, mais chaque moment passé avec toi reste gravé dans ma mémoire, et j'ai hâte de te retrouver;Dire au revoir;Aff
Le temps est venu de nous dire au revoir, mais sache que je garde l'espoir de te revoir très bientôt pour partager encore plus de bons moments;Dire au revoir;Aff
Je dois partir maintenant, mais chaque souvenir de notre rencontre reste dans mon cœur, et je souhaite te revoir très prochainement;Dire au revoir;Aff
Il est temps pour moi de m'éloigner, mais je garde l'espoir que nous aurons l'occasion de nous revoir très bientôt pour de nouvelles aventures;Dire au revoir;Aff
Je m'en vais maintenant, mais chaque instant passé ensemble est un trésor que je garde précieusement, et j'espère te revoir bientôt;Dire au revoir;Aff
C'est le moment de dire au revoir, mais sache que chaque moment passé avec toi est une bénédiction, et j'espère te revoir très bientôt;Dire au revoir;Aff
Je pars pour le moment, mais je garde l'espoir de te revoir très bientôt, car chaque instant avec toi est un véritable trésor;Dire au revoir;Aff
Le temps est venu de nous séparer, mais sache que tu restes dans mes pensées, et j'espère que nous nous reverrons très vite;Dire au revoir;Aff
Je m'éclipse pour le moment, mais chaque souvenir de notre rencontre reste gravé dans mon cœur, et j'ai hâte de te retrouver;Dire au revoir;Aff
Il y a quelque chose que tu voudrais faire ?;;Int
Oui, j'aimerais bien visiter les châteaux de la Loire.;;Aff
Et il y en a un en particulier que tu voudrais voir ?;;Int
Non, pas vraiment...;;Aff
Alors, si tu veux, je pourrai t'emmener voir le château de Chambord.;;Aff
Chambord ?;;Int
Oui, c'est un très grand château.;;Aff
Je suis sûr que ça va te plaire.;;Aff
D'accord, c'est très gentil !;;Aff
On peut en visiter deux dans la journée.;;Aff
Il y a le château de Cheverny pas très loin.;;Aff
C'est beaucoup plus petit mais il y a un joli parc.;;Aff
Cheverny ?;;Int
C'est le château de Tintin.;;Aff
Oui, tout à fait.;;Aff
Hergé s'est inspiré de ce château.;;Aff
D'ailleurs, si tu aimes Tintin, tu pourras acheter quelques souvenirs très sympa à la boutique du château.;;Aff
J'ai oublié ma trousse.;;Aff
Tu peux me prêter un stylo.;;Aff
Tu peux me donner une feuille de papier aussi ?;;Int
Oui.;;Aff
Euh… oui.;;Aff
Tiens.;;Aff
Ça t'ennuie pas si je regarde avec toi ?;;Int
J'ai oublié mon livre…;;Aff
Non, pas de problème.;;Aff
Pff. Je ne comprends rien.;;Aff
Tu pourras m'expliquer après le cours ?;;Int
Oui, si tu veux… On ira au café.;;Aff
Oui… euh non, j'ai oublié mon porte-monnaie.;;Aff
Bon allez !;;Aff
ce n'est pas grave, je t'invite.;;Aff
Tu es trop gentille.;;Aff
Oui, c'est bien possible.;;Aff
Et si on faisait un petit jeu.;;Aff
Qu'en dis-tu ?;;Int
Euh, Oui, ça dépend de ce que tu proposes ?;;Int
C'est très facile…;;Aff
Tu devines qui je suis.;;Aff
Tu me poses des questions, mais je ne te réponds que par oui ou non.;;Aff
D'accord ?;;Int
Alors, je commence.;;Aff
Alors, es-tu un homme ?;;Int
Es-tu vivant ?;;Int
Travailles-tu dans le domaine de l'art ?;;Int
Es-tu une personnalité politique ?;;Int
Non.;;Aff
As-tu inventé quelque chose ?;;Int
C'est un objet quotidien ?;;Int
C'est un objet qui sert à communiquer ?;;Int
C'est en rapport avec les nouvelles technologies ?;;Int
Non, pas du tout.;;Aff
C'est un objet qui sert à envoyer des messages ?;;Int
Non, pas exactement…;;Aff
C'est un objet qui sert à écrire ?;;Int
Le stylo ?;;Int
Tu y es presque…;;Aff
Tu es l'inventeur du stylo à bille ?;;Int
Alors tu es le Baron Bich !;;Aff
Presque !!;;Aff
En fait, le Baron Bich n'est pas l'inventeur du stylo à bille.;;Aff
Ah bon ?;;Int
C'est qui alors ?;;Int
Et bien, c'est un certain Lazlo Biro, un Hongrois.;;Aff
Ah bah, au moins, j'aurai appris quelque chose aujourd'hui !;;Aff
Alors voici ta chambre.;;Aff
Elle est grande !;;Aff
Oui, elle est grande.;;Aff
Mais le lit est petit.;;Aff
Un bureau !;;Aff
Oui, un bureau et des tiroirs pour tes cahiers.;;Aff
Il y a une armoire ?;;Int
Oui, il y a une grande armoire.;;Aff
Il y a aussi une table basse.;;Aff
Et un fauteuil.;;Aff
Super !;;Aff
Il y a un réveil sur la table de chevet.;;Aff
Et il y a aussi des étagères à côté de la fenêtre.;;Aff
C'est fantastique !;;Aff
Merci beaucoup.;;Aff
Eh bien, tant mieux !;;Aff
Bonjour, je voudrais un billet pour Paris.;;Aff
Oui, pour quel jour ?;;Int
Ce serait pour le 21 mars prochain.;;Aff
Le 21 mars, oui, vers quelle heure monsieur ?;;Int
Vers sept heures…;;Aff
Alors, … un instant, s'il vous plaît.;;Aff
Oui, alors vous avez un TER, départ des Aubrais à 6h30 arrivée à Paris Austerlitz à 8h04.;;Aff
Vous avez un Intercités, départ des Aubrais à 6h35 arrivée à Paris Austerlitz à 7h34.;;Aff
Vous avez l' Intercités de 07h06 départ des Aubrais, arrivée à Austerlitz à 8h07, vous avez aussi l'Intercités de 7h35 départ des Aubrais arrivée à Austerlitz à 8h34.;;Aff
Je vais prendre celui-là.;;Aff
Oui, l'Intercités de 7h35.;;Aff
Vous avez une réduction ?;;Int
Première, seconde ?;;Int
Seconde.;;Aff
Et pour le retour ?;;Int
Juste un aller simple, s'il vous plaît.;;Aff
Alors, ça nous fera 21 euros.;;Aff
Tenez…;;Aff
Allez-y tapez votre code.;;Aff
Tenez, merci monsieur.;;Aff
Bonjour monsieur.;;Aff
Bonjour.;;Aff
Je voudrais une baguette, s'il vous plaît.;;Aff
Voilà.;;Aff
Ce sera tout ?;;Int
Non, mettez-moi aussi deux croissants et un pain au chocolat.;;Aff
Alors, une baguette, deux croissants et un pain au chocolat.;;Aff
Quatre euros cinquante.;;Aff
Tenez.;;Aff
Monsieur… ce parapluie est à vous ?;;Int
Ah… oui, oui, il est à moi.;;Aff
Merci !;;Aff
Ah, le gâteau d'anniversaire…;;Aff
Excusez-moi, je voudrais aussi une tarte aux fraises pour le 12 juillet.;;Aff
C'est pour un anniversaire.;;Aff
Oui, c'est pour combien de personnes ?;;Int
Six personnes. La tarte coûte combien ?;;Int
29 euros.;;Aff
29 euros ?;;Int
Je vais réfléchir.;;Aff
Salut, je peux m'asseoir ?;;Int
Oui, il y a de la place.;;Aff
Je m'appelle Juan.;;Aff
Je viens d'Équateur.;;Aff
Moi, c'est Guillia.;;Aff
Je suis italienne.;;Aff
Tu es ici pour combien de temps ?;;Int
Normalement, je suis ici encore pour un mois.;;Aff
Mais, j'ai envie de prolonger un peu.;;Aff
Et toi, ça fait longtemps que tu étudies ici ?;;Int
Non, pas vraiment.;;Aff
Je suis arrivée il y a deux semaines.;;Aff
Je vais rester encore deux semaines et après je vais suivre mes études à la fac.;;Aff
Ouah !;;Aff
Tu vas étudier quoi ?;;Int
Je vais faire ma licence de droit.;;Aff
Ben, en fait, je ne sais pas trop.;;Aff
Je n'avais pas de projet précis au départ.;;Aff
Je me suis fait plein d'amis et j'ai envie de prolonger mon expérience en France.;;Aff
Tu as déjà fini tes études ?;;Int
Oui et non, je vais reprendre l'entreprise familiale en rentrant.;;Aff
Je suis assez libre en fait.;;Aff
Tu as vu l'heure ?;;Int
J'étais au bureau.;;Aff
En ce moment je trouve que tu es souvent au bureau.;;Aff
Oui, on discute avec les collègues.;;Aff
C'est bizarre, parce que Michel m'a appelé tout à l'heure.;;Aff
Il voulait quoi ?;;Int
Il voulait savoir si tu étais à la maison.;;Aff
Pourquoi il a appelé à la maison, il ne pouvait pas m'appeler sur mon portable ?;;Int
Tu l'avais peut-être mis en mode avion.;;Aff
Moi aussi, j'ai essayé de t'appeler.;;Aff
J'en ai conclu que tu étais en réunion.;;Aff
Toujours est-il qu'il te cherchait.;;Aff
Tu n'étais pas donc pas au « bureau »?;;Int
Mais si, si, j'y étais je t'assure.;;Aff
Tu me prends vraiment pour une imbécile.;;Aff
Tu étais où ?;;Int
Ce n'est pas ce que tu crois.;;Aff
Et qu'est-ce que ce que je devrais croire ?;;Int
…;;Aff
Tu crois que je ne sais pas qu'il y a un un bar qui s'appelle le « bureau » ?;;Int
Tu sens l'alcool à plein nez.;;Aff
Alors écoute-moi bien, à partir de maintenant, si tu dois faire des heures sup au bureau tu me préviens avant et tu arrêtes de me faire passer pour une imbécile auprès de tes collègues de bureau.;;Aff
Ça va ?;;Int
C'est imprimé ?;;Int
Je suis désolé.;;Aff
Ah au fait, demain soir, je vais rentrer tard, j'ai une réunion importante.;;Aff
À oui ?;;Int
Tu restes au bureau jusqu'à quelle heure ?;;Int
Non, mais ce n'est pas vrai !;;Aff
C'est encore la grève ?;;Int
Oui, madame, vous alliez où ?;;Int
J'avais un train pour Strasbourg…;;Aff
Je dois être là-bas avant midi pour une réunion importante.;;Aff
Je crois que ce matin, ça ne va pas être possible.;;Aff
Non, mais franchement, vous n'en avez pas marre à la SNCF ?;;Int
Je n'y suis pour rien madame !;;Aff
Et moi ?;;Int
J'y suis pour quelque chose peut-être ?;;Int
Non, mais franchement c'est incroyable.;;Aff
C'est toujours les usagers qui sont pris en otage avec vous.;;Aff
Si encore vous n'étiez jamais en retard, je ne dirais pas, mais quand même !;;Aff
Il y en a ras le bol des grèves à répétition dans les transports en commun !;;Aff
Madame, je comprends votre colère…;;Aff
je suis là pour essayer de vous aider à trouver une solution !;;Aff
Oh, mais je n'en ai pas après vous !;;Aff
Vous êtes au travail en ce moment !;;Aff
Non, c'est juste que c'est rageant de devoir toujours subir des mouvements de grève à répétition…;;Aff
Je ne devrais pas me mettre en colère comme ça.;;Aff
Excusez-moi !;;Aff
Alors, le prochain train pour Strasbourg ?;;Int
C'est pour quand ?;;Int
D'après ce que je sais, celui de 13 heures sera bien au départ.;;Aff
Mais ce n'est pas sûr ?;;Int
Non, la situation est en train de dégénérer.;;Aff
D'après ce que je sais, ça risque de se durcir si la négociation de ce matin n'aboutit pas.;;Aff
Alors, je fais comment moi ?;;Int
Aide-moi à porter tout ça.;;Aff
Ouvre la porte, s'il te plait et passe-moi les clés qui sont sur la table.;;Aff
Tu fais quoi samedi soir ?;;Int
À part regarder des séries sur Netflix, rien.;;Aff
Un petit restau tous les deux, ça le ferait ?;;Int
Je dis pas non.;;Aff
On pourrait manger sur les Champs…;;Aff
Il y a trop de monde.;;Aff
Et au PortoVecchio ?;;Int
Ah, si tu me prends par les sentiments !;;Aff
Ok, je réserve une table.;;Aff
Par contre, pas avant dix-neuf heures.;;Aff
J'irais bien faire les magasins avant.;;Aff
Tu veux dire « faire les magasins ensemble » ?;;Int
Sûrement pas !;;Aff
Salut Chris, tu fais quoi demain ?;;Int
Je rentre chez mes parents.;;Aff
Pourquoi ?;;Int
J'ai deux places pour le concert des Blacks, tu veux venir ?;;Int
Génial, je suis trop contente, ça se passe où ?;;Int
Au zénith, ça commence à sept heures.;;Aff
Si tu veux, je passe te chercher.;;Aff
Ben, dans ce cas tu pourrais passer à quelle heure ?;;Int
Je ne travaille pas demain…;;Aff
donc je peux venir assez tôt.;;Aff
Ok, ce que je te propose, c'est de passer me prendre vers 16 heures, on ira se grignoter quelque chose avant le concert.;;Aff
On fait comme ça.;;Aff
C'est à toi le bateau ?;;Int
Oui, il appartenait à mon père qui me l'a laissé quand il a pris sa retraite.;;Aff
Ah, c'est toi qui fais l'entretien ?;;Int
Je viens de le repeindre avec mon pote Marcel.;;Aff
Comment le trouves-tu ?;;Int
Il est beau.;;Aff
J'aime bien les couleurs : vert, bleu, jaune.;;Aff
Tiens !;;Aff
Rends-toi utile !;;Aff
Passe-moi le filet qui se trouve derrière toi !;;Aff
Celui-là ?;;Int
J'aimerais bien faire une journée de pêche dans ton beau bateau.;;Aff
Si tu veux.;;Aff
Je pars du port demain matin à cinq heures.;;Aff
D'accord.;;Aff
Ces jours-ci, la mer est belle.;;Aff
C'est un temps idéal.;;Aff
Vous êtes sportif professionnel depuis combien de temps ?;;Int
Je fais du tennis depuis l'âge de trois ans donc depuis quinze ans maintenant… et je suis professionnel depuis 2013.;;Aff
Ça ne fait pas longtemps donc.;;Aff
Et depuis que vous êtes professionnel, est-ce que votre vie a changé ?;;Int
Non, pas tellement.;;Aff
Parlez-moi de vos journées :;;Aff
Oui, je commence tous les matins par un petit jogging de 45 minutes.;;Aff
Puis, je m'entraîne pendant trois heures.;;Aff
Vous prenez une pause de combien de temps.;;Aff
En général, je mange en trente minutes et après je me détends un peu.;;Aff
Et l'après-midi, l'entraînement dure trois heures.;;Aff
Et vous êtes à Paris pour combien de temps ?;;Int
Et bien, je suis ici pour deux semaines.;;Aff
Après le tournoi, je reste deux jours pour visiter la capitale.;;Aff
Vous allez visiter Paris en deux jours ?;;Int
Et bien, bon courage !;;Aff
Merci.;;Aff
Sylvain et Olivier sont jumeaux mais en fait, ils ne se ressemblent pas beaucoup.;;Aff
Je suis d'accord, ils sont même assez différents.;;Aff
Ils ne font pas la même taille.;;Aff
C'est vrai ça !;;Aff
Olivier est plus grand que Sylvain.;;Aff
Et puis, Sylvain est moins timide et plus ouvert que son frère.;;Aff
Certainement, mais Olivier est plus studieux et il a plus de réussite à l'école.;;Aff
Pourtant Sylvain travaille autant que lui.;;Aff
S'il a moins de réussite à l'école, c'est juste parce qu'il a plus de mal à se concentrer.;;Aff
C'est vrai, mais Sylvain est plus créatif et il a plus d'imagination que son frère.;;Aff
Tu manges des produits bio toi ?;;Int
Oui, bien sûr !;;Aff
Je fais très attention à ce que j'achète.;;Aff
Et tu achètes quoi par exemple ?;;Int
Je n'achète que du bio !;;Aff
Je préfère être sûr de ne pas avaler de cochonneries, tu comprends ?;;Int
Alors, les fruits, les légumes, la viande, le thé… s'il n'y a pas le label bio, je ne prends pas !;;Aff
Oui, mais c'est quand même un peu cher, tu ne crois pas ?;;Int
Non, franchement, je pense qu'en fait tout a un prix.;;Aff
Ce qui passe avant tout, c'est la santé !;;Aff
D'accord, mais des fois c'est 30% plus cher.;;Aff
Ben, tant pis, je préfère me priver sur d'autres choses.;;Aff
Il suffit de faire attention.;;Aff
Eh bien, moi, je ne m'en sors pas.;;Aff
Je voudrais bien prendre du bio pour tout ce que je mange, mais ce n'est pas possible.;;Aff
Et les enfants me mettent la pression si je ne leur prends pas leurs céréales préférées.;;Aff
Et comme elles ne sont pas bio…;;Aff
Oui, mais alors le problème n'est pas seulement le prix.;;Aff
Disons qu'on ne fait pas toujours ce qu'on veut !;;Aff
Je suis bien d'accord !;;Aff
Il y a une super cagnotte à l'Euromillion vendredi.;;Aff
Tu as l'intention de jouer ?;;Int
Je suis un peu superstitieuse.;;Aff
Pas toi ?;;Int
Si, un peu… on sera le 13, vendredi ?;;Int
C'est pour ça qu'il y aura une cagnotte de cent millions d'euros pour le gagnant.;;Aff
Forcément, cent millions…;;Aff
Ça fait rêver…;;Aff
Et tu feras quoi si tu gagnes ?;;Int
Si je gagne les cent millions ?;;Int
Et bien, je m'offre un voyage autour du monde.;;Aff
Je m'achète une grande maison au bord de la mer et je ne fais rien d'autre que prendre du plaisir à vivre.;;Aff
Je ne sais pas si ce serait une bonne idée d'arrêter de travailler…;;Aff
Je crois que moi, au contraire, je ne changerai rien à ma vie actuelle.;;Aff
Tu gagnes cent millions et tu continues à rouler en Twingo ?;;Int
Ben quoi ?;;Int
Elle est pas bien ma Twingo ?;;Int
Ce n'est pas ce que j'ai dit…;;Aff
On peut quand même rêver un peu de temps en temps, non ?;;Int
J'ai découvert des anecdotes incroyables sur Michael Jackson.;;Aff
Je ne suis pas fan.;;Aff
Tu connais au moins ses chansons ?;;Int
Oui, mais tu vois je n'arrive pas à séparer l'artiste de l'homme, moi.;;Aff
On va pas polémiquer encore une fois la dessus.;;Aff
Il ne s'agit pas de polémique mais de faits réels.;;Aff
Oui, bon, ce n'est pas du tout ce à quoi je faisais référence.;;Aff
Ah oui ?;;Int
Est-ce que tu connais la chanson In the Closet ?;;Int
Oui… je me rappelle qu'il y avait un mannequin célèbre qui chantait avec lui.;;Aff
Qui dansait avec lui, nuance.;;Aff
Mais tu ne devineras jamais qui chantait avec lui.;;Aff
Euh… c'est une chanteuse connue ?;;Int
C'est une chanteuse des années 1980.;;Aff
Une Américaine ?;;Int
Une Anglaise ? Non, vraiment je n'en sais rien.;;Aff
Et si je te disais qu'elle est monégasque.;;Aff
Non, ne me dis pas que…;;Aff
Si.;;Aff
Qu'est-ce que tu préfères ?;;Int
Avoir deux jambes à la place des bras ou un un bec de cigogne ?;;Int
C'est quoi cette question ?;;Int
Ni l'un ni l'autre, évidemment.;;Aff
Non, il faut choisir : soit avoir deux jambes à la place des bras, soit un bec de cigogne.;;Aff
J'ai le droit de choisir la taille du bec ?;;Int
Non, c'est standard.;;Aff
C'est un bec de cigogne quoi.;;Aff
Ouais, mais ça pourrait être un bec de bébé cigogne.;;Aff
Non, un bec super long !;;Aff
Bon, alors je choisis les jambes à la place des bras.;;Aff
Ok, c'est noté.;;Aff
Manger une pizza aux petites araignées encore vivantes ou une pizza aux grosses blattes mortes ?;;Int
Oh, non !;;Aff
Rien, je préfère encore ne pas manger.;;Aff
Oui, mais tu vas mourir.;;Aff
Si tu ne manges pas, tu vas mourir.;;Aff
Je mangerai autre chose.;;Aff
Allez, tu dois choisir !;;Aff
La vie, c'est savoir faire des choix.;;Aff
Alors, je fais le choix de ne pas répondre à tes questions.;;Aff
Alors, tu es passé auto entrepreneur ?;;Int
Tu as lâché ton job ?;;Int
Oui, ça y est !;;Aff
Je me suis enfin lancé.;;Aff
Et tu fais quoi exactement ?;;Int
J'ai monté un site de consulting pour gagner de l'argent sur Internet.;;Aff
Tu veux dire que tu donnes des conseils aux gens pour gagner de l'argent ?;;Int
Oui, en restant chez soi.;;Aff
Tu penses vraiment être le mieux placé pour ça ?;;Int
Qu'est-ce que tu veux dire par là ?;;Int
Et bien, tu n'as jamais eu un centime en poche, alors je ne vois pas trop comment tes conseils pourraient être utiles à qui que soit.;;Aff
Tu ne comprends rien. Ce qui compte, ce n'est pas ce que je dis, c'est que je dise ce que les gens ont envie d'entendre.;;Aff
Mais les gens viennent te voir dans le but de s'enrichir non ?;;Int
N'exagérons rien, je monte juste des plateformes en ligne qui parlent d'argent.;;Aff
C'est uniquement dans le but de m'enrichir, pas d'enrichir les autres.;;Aff
